pdb,lifesoaks_1d,lifesoaks_2d,lifesoaks_3d,lifesoaks_mc,lifesoaks_sc,lifesoaks_time,mapchannels_1d,mapchannels_2d,mapchannels_3d,mapchannels_mc,mapchannels_sc,mapchannels_time,unit_cell_atom
4ah9,12.2629,5.97016,5.97016,2.86265,0.568733,33,11.90,6.10,5.90,2.39,0.49,8,7080
4ahr,12.194,5.79059,5.79059,2.89335,0.573308,33,11.50,5.50,5.50,2.42,0.49,8,7080
4ahs,12.6144,5.68759,5.68759,2.94202,0.580367,26,12.10,5.30,5.30,2.43,0.50,8,7008
4aht,12.6291,5.90845,5.90845,2.90617,0.575191,30,12.10,5.90,5.90,2.40,0.49,8,7002
4ahu,10.8904,5.81822,5.81822,2.86948,0.569758,33,10.50,5.90,5.90,2.40,0.49,8,7095
4ahv,13.0736,5.74474,5.74474,2.93745,0.579714,31,12.50,5.70,5.50,2.42,0.49,8,6972
4ai7,8.53907,7.79957,2.39713,2.5444,0.514789,100,7.90,7.70,2.10,2.53,0.51,104,27400
4akm,8.1274,7.85534,7.85534,3.23543,0.618422,36,8.10,7.90,7.50,3.04,0.60,11,7398
4al3,6.97042,5.3658,5.3658,2.76971,0.554261,100,5.90,5.10,5.10,2.41,0.49,37,15564
4amf,4.57538,4.38616,4.38616,2.16596,0.430015,155,4.30,4.10,3.90,2.14,0.42,203,35752
4azp,11.5473,3.77261,3.77261,2.54366,0.514649,56,12.10,3.70,3.70,2.47,0.50,22,12504
4azq,11.3748,3.32916,3.32916,2.46865,0.499901,57,11.90,3.10,2.90,2.44,0.50,21,12732
4bcf,13.646,13.646,13.646,4.36384,0.717091,336,13.30,13.10,13.10,4.15,0.70,432,40995
4bcg,13.936,13.936,13.936,4.35519,0.71653,352,13.70,13.70,13.50,4.17,0.71,454,41319
4bch,14.0972,14.0972,14.0972,4.43047,0.721346,286,13.90,13.90,13.90,4.22,0.71,447,41031
4bci,14.2373,14.2373,14.2373,4.46877,0.723734,259,13.90,13.30,13.30,4.25,0.71,461,41058
4bcj,13.8311,13.8311,13.8311,4.49404,0.725287,361,13.90,13.70,13.50,4.28,0.71,460,41112
4bdw,13.0363,3.25982,3.25982,2.92329,0.577679,48,12.70,3.10,3.10,2.88,0.57,15,10448
4bms,18.9313,14.5843,14.5843,3.76248,0.671874,269,18.50,13.30,13.30,3.74,0.67,376,45036
4bmv,17.6761,9.72075,5.57442,3.45001,0.642155,269,17.10,9.30,5.50,3.37,0.64,252,38368
4bvx,5.52462,3.5961,1.98895,2.15671,0.427568,49,5.10,3.50,2.10,2.07,0.41,14,11796
4bxc,11.8442,10.9152,8.49649,3.09904,0.601628,376,11.50,10.70,7.90,2.90,0.58,546,59848
4c0k,13.215,6.84793,6.84793,3.27537,0.623075,103,12.70,6.50,6.50,3.11,0.61,75,19638
4c0l,11.5785,6.9619,6.9619,3.18681,0.612601,102,11.50,6.90,6.70,3.03,0.59,64,19638
4c4o,7.9784,7.21546,5.35971,2.61736,0.528316,90,7.90,7.70,7.30,2.39,0.49,41,18522
4ck0,13.2965,11.6642,11.6642,4.12618,0.700796,96,13.30,11.50,11.30,3.51,0.65,94,15330
4cmq,5.94767,5.53221,5.19054,2.81457,0.561365,501,6.30,5.30,5.10,2.39,0.49,947,76376
4coj,5.28844,4.40495,3.30958,2.14386,0.424139,98,4.90,4.10,3.10,1.96,0.37,40,19566
4col,5.19056,4.37696,4.06907,2.15978,0.428382,97,4.90,4.70,3.90,1.95,0.37,40,19278
4cv8,13.6527,13.529,8.44181,3.76392,0.671999,69,13.70,13.50,8.10,3.09,0.60,54,16656
4d9n,5.08583,4.33268,4.33268,2.22093,0.444121,215,5.10,4.30,4.10,2.19,0.44,256,48120
4dey,10.7413,7.45408,7.45408,3.58017,0.655165,38,10.30,7.50,7.10,2.49,0.51,18,9924
4dki,5.42677,5.02557,4.13275,2.66228,0.536275,191,5.30,4.90,3.30,2.64,0.54,217,41236
4dql,50.23,6.83063,6.83063,4.60381,0.731838,219,50.10,6.70,6.70,4.43,0.72,326,35766
4dr9,4.89343,4.10839,2.5035,2.26054,0.453862,25,4.50,3.90,2.30,2.17,0.43,4,5765
4dwd,7.40192,4.62314,4.62314,2.33962,0.472322,212,7.50,4.50,4.50,2.24,0.45,249,44552
4e0w,9.59033,5.29943,5.29943,2.59366,0.524005,63,8.90,5.10,5.10,2.56,0.52,32,16152
4ejm,7.24674,7.24674,7.24674,2.79287,0.557957,194,7.10,6.90,6.90,2.58,0.52,222,39872
4ekg,44.84,8.49717,8.49717,4.78896,0.742205,109,44.90,8.10,8.10,3.63,0.66,78,15564
4eki,44.4686,8.48817,8.48817,4.56772,0.729719,99,44.30,8.10,8.10,3.46,0.65,71,15570
4em7,6.73417,4.66423,3.6111,2.51916,0.509928,36,6.50,4.50,3.30,2.16,0.43,16,11880
4emv,6.85153,4.44711,3.49822,2.48979,0.504148,41,6.30,4.30,3.30,2.17,0.43,17,12048
4erw,4.55331,3.24805,3.24805,2.07115,0.403922,42,3.90,2.70,2.10,1.99,0.38,9,9444
4ez3,3.94803,1.96386,1.93311,2.00616,0.384613,47,3.90,2.10,1.70,1.93,0.36,8,9464
4ez7,2.15571,1.96581,1.95059,1.94891,0.366533,34,2.10,1.90,1.90,1.93,0.36,8,9724
4f3a,30.1964,14.2835,14.2835,3.38914,0.635728,321,29.50,13.90,13.90,3.26,0.62,552,49908
4f3x,9.09338,7.57443,6.71343,2.43339,0.492655,116,8.70,6.70,6.70,2.35,0.48,97,28840
4fci,9.78684,4.65493,4.65493,2.46222,0.498595,61,9.70,4.70,4.30,2.39,0.49,27,14274
4fck,8.74282,4.58397,4.58397,2.41654,0.489118,57,8.90,4.70,4.30,2.36,0.48,27,14334
4fiz,12.4189,12.4189,8.52994,2.77483,0.555083,162,12.10,7.90,7.90,2.67,0.54,133,31424
4fj0,6.08692,5.70722,3.02844,2.14628,0.424788,66,5.90,5.50,2.70,2.06,0.40,26,15702
4fj1,6.0479,5.95306,3.1286,2.16592,0.430004,65,5.50,5.50,2.90,2.08,0.41,25,15676
4fj2,6.26646,6.21775,3.30334,2.19781,0.438274,68,6.10,5.90,3.10,2.11,0.42,26,15686
4fk8,9.49938,6.10798,6.10798,2.80743,0.56025,68,8.90,7.10,5.70,2.55,0.52,31,15580
4fo8,5.44223,4.00561,4.00561,2.43547,0.493088,145,5.10,3.90,3.90,2.26,0.46,129,32716
4fr8,5.92438,5.68005,4.17362,2.11498,0.416275,385,5.90,5.70,3.70,2.09,0.41,378,60740
4fwy,2.79227,2.77345,2.29563,2.16102,0.428711,19,2.50,2.50,2.10,2.16,0.43,3,4876
4fyx,16.0059,7.95686,7.95686,2.95795,0.582628,234,16.30,7.70,7.70,2.92,0.58,302,42894
4fyy,15.5171,8.07866,8.07866,2.95115,0.581666,210,16.10,7.50,7.50,2.91,0.58,302,42840
4g3e,26.8078,5.51641,5.51641,3.26928,0.622373,96,26.50,5.50,5.50,2.98,0.59,66,19824
4g8n,5.6537,5.13564,5.13564,2.44952,0.495996,63,5.30,4.90,4.70,2.43,0.49,30,16208
4g9n,5.73847,3.37046,3.37046,2.12885,0.420077,33,5.50,3.30,2.30,2.12,0.42,7,8712
4gfd,5.3461,3.96446,2.84866,2.25689,0.452978,20,5.10,3.50,2.70,2.09,0.41,4,6122
4gh6,21.7182,21.7182,21.7182,4.76782,0.741062,262,21.50,21.50,21.30,4.76,0.74,516,43120
4ghd,9.75148,6.48034,5.54645,2.43985,0.493999,196,9.30,6.10,6.10,2.39,0.49,239,46264
4ghe,9.61217,6.59926,5.89161,2.4487,0.495827,184,9.10,6.50,6.30,2.39,0.49,286,46096
4ghf,9.6111,6.45123,5.56233,2.45393,0.496903,185,9.10,6.30,6.30,2.39,0.49,290,46032
4ghg,9.83582,6.65448,5.48105,2.45291,0.496693,198,9.30,6.50,6.30,2.40,0.49,246,46280
4ghh,9.68731,6.5739,5.51608,2.44408,0.494874,150,9.30,6.50,6.10,2.39,0.49,291,46224
4gnv,3.67568,3.59447,3.07893,1.98646,0.37851,34,3.10,3.10,3.10,1.93,0.36,10,10392
4gs6,22.0112,10.9323,8.01514,4.12046,0.700381,79,21.70,10.90,7.50,3.89,0.68,96,18880
4gsm,10.0917,4.71434,4.71434,2.4371,0.493428,66,10.30,4.50,4.50,2.37,0.48,27,14274
4gsv,9.05576,4.48559,4.48559,2.44083,0.494201,59,9.10,4.50,4.30,2.38,0.48,27,14334
4gsz,8.79249,4.73197,4.73197,2.47722,0.501631,53,8.50,4.50,4.50,2.41,0.49,28,14274
4gts,6.27109,6.15835,6.15835,2.40062,0.48573,99,5.90,5.50,5.50,2.31,0.47,48,20360
4gtt,6.43089,4.84148,4.84148,2.4144,0.488664,97,5.10,4.70,4.70,2.32,0.47,47,20324
4gtv,6.84922,5.63207,5.63207,2.42985,0.491917,88,6.50,5.30,5.10,2.33,0.47,47,20228
4guh,3.27377,3.19591,1.77905,1.97823,0.375924,73,3.30,3.10,1.70,1.89,0.35,24,16096
4gwc,10.0772,4.44413,4.44413,2.47181,0.50054,55,10.50,4.30,3.90,2.40,0.49,27,14274
4gwd,8.92525,4.78557,4.78557,2.47974,0.502139,58,8.90,4.30,4.30,2.41,0.49,28,14274
4h2h,8.26648,6.95357,6.63354,2.40828,0.487366,237,7.90,6.70,6.50,2.33,0.47,289,44320
4hcc,6.20811,5.30899,5.30899,2.39966,0.485524,169,5.30,5.10,4.50,2.29,0.47,145,31864
4hdc,4.9229,2.95481,2.90627,2.24068,0.449021,22,4.90,2.70,2.70,2.13,0.42,4,6294
4hej,4.82238,3.24987,2.72132,2.24306,0.449605,23,4.70,2.70,2.50,2.15,0.43,5,6332
4hgo,5.42795,5.42795,3.38806,2.20599,0.440358,75,5.10,5.10,3.50,2.18,0.44,42,20528
4hgp,3.07297,3.07297,3.07297,2.15494,0.427098,35,2.90,2.70,2.70,2.14,0.43,11,10816
4hif,2.63216,2.41243,2.41243,1.6428,0.248497,3,2.50,2.30,2.10,1.64,0.49,1,984
4hig,2.42775,2.26418,2.26418,1.65554,0.254281,2,2.30,2.10,2.10,1.65,0.50,1,984
4hkr,13.063,13.063,13.063,3.66277,0.662941,144,12.50,12.50,12.50,2.81,0.56,194,31428
4hks,13.1812,13.1812,13.1812,3.6888,0.66532,158,12.50,12.50,12.50,2.83,0.57,196,31548
4hlc,4.8687,2.81265,2.50004,2.22365,0.444801,23,4.70,2.70,2.30,2.11,0.42,4,6278
4hld,5.18377,2.59463,2.50333,2.13195,0.420921,23,4.90,2.30,2.30,2.04,0.40,4,6312
4hn2,10.9435,5.0924,3.93395,2.78854,0.557271,47,10.90,4.70,3.50,2.75,0.55,14,10416
4hra,43.7775,6.6171,6.6171,4.42621,0.721078,104,43.30,6.70,6.50,3.37,0.64,62,15630
4hvj,5.40603,4.24748,4.24748,2.30235,0.463779,34,5.10,3.90,3.70,1.96,0.37,12,10528
4ifc,5.71667,5.41165,4.90379,2.61755,0.528349,25,5.50,5.30,4.70,2.41,0.49,4,5391
4iir,5.67805,5.20591,5.00757,2.6581,0.535545,23,5.30,5.10,4.90,2.43,0.49,4,5355
4ijp,5.58839,5.2137,5.13741,2.62267,0.52927,23,5.30,4.50,4.50,2.44,0.50,5,5440
4ir3,15.4831,7.12273,6.61679,4.23169,0.708256,28,14.90,7.70,6.30,4.20,0.71,14,7576
4ir4,15.6694,7.34776,6.59177,4.26684,0.71066,30,14.90,7.50,6.50,4.23,0.71,13,7576
4ir5,15.2923,7.29897,6.33336,4.22602,0.707865,31,14.70,7.70,6.10,4.19,0.71,13,7576
4ir6,14.8453,6.9896,6.34696,4.18827,0.705232,31,14.30,6.70,6.30,4.16,0.70,13,7576
4iro,12.5805,10.6573,9.27858,3.12207,0.604567,38,12.10,10.50,8.90,3.12,0.61,13,8968
4iu5,8.26659,8.26659,8.26659,2.62224,0.529194,89,8.10,8.10,7.90,2.45,0.50,64,21249
4j1a,4.61966,2.957,2.957,1.98398,0.377732,30,4.50,2.70,2.50,1.98,0.38,6,8008
4j1b,4.31942,2.89123,2.89123,1.97672,0.375446,30,4.30,2.50,2.30,1.98,0.38,6,8008
4jdw,19.1722,19.1722,19.1722,4.203,0.706265,76,18.70,18.70,18.70,3.61,0.66,146,23496
4jkn,5.72392,4.47154,4.3871,2.19828,0.438393,61,5.30,4.10,3.90,2.20,0.44,31,15584
4jm6,9.26117,8.94666,8.94666,3.11707,0.603933,33,9.10,8.70,8.50,3.11,0.61,14,9312
4jm8,8.98271,8.16331,8.16331,3.06673,0.597432,40,8.50,8.10,8.10,3.06,0.60,13,9312
4jm9,9.05088,8.36041,8.36041,3.08884,0.600313,40,8.70,8.50,8.10,3.09,0.60,14,9312
4jma,9.0838,8.51683,8.51683,3.08482,0.599793,38,8.90,8.50,8.50,3.08,0.60,14,9312
4jmb,9.24705,8.4202,8.4202,3.09631,0.601277,37,8.70,8.30,8.10,3.09,0.60,12,9312
4jms,9.29193,8.52008,8.52008,3.09923,0.601654,34,8.90,8.50,8.10,3.10,0.60,13,9312
4jmt,9.7153,8.45783,8.45783,3.09701,0.601367,40,8.90,8.50,8.30,3.09,0.60,13,9312
4jmv,9.0138,8.35775,8.35775,3.06468,0.597163,40,8.30,8.10,8.10,3.06,0.60,13,9312
4jmw,8.96386,8.19975,8.19975,3.07864,0.59899,36,8.50,8.10,7.90,3.08,0.60,14,9312
4jmz,9.67724,7.61738,7.61738,3.05105,0.595363,36,9.30,7.70,7.50,3.05,0.60,13,9312
4jn0,9.54439,8.38909,8.38909,3.06049,0.596612,38,8.90,8.50,8.30,3.06,0.60,12,9312
4jpg,10.0429,6.52825,6.11913,2.50945,0.508033,154,9.50,6.10,5.90,2.32,0.47,142,31574
4jpl,8.63969,8.5162,8.5162,3.12324,0.604716,38,8.70,8.70,8.50,3.12,0.61,14,9312
4jpt,9.03573,8.81974,8.81974,3.11021,0.603059,40,8.50,8.50,8.30,3.11,0.60,13,9312
4jpu,9.22394,8.35728,8.35728,3.08751,0.600142,39,8.90,8.30,8.30,3.08,0.60,13,9312
4jqj,8.92967,8.48545,8.48545,3.07654,0.598715,36,8.50,8.30,8.30,3.07,0.60,14,9312
4jqk,8.92676,8.65417,8.65417,3.11182,0.603266,41,8.70,8.50,8.50,3.11,0.60,14,9312
4jqm,9.45476,8.41614,8.41614,3.08016,0.599187,37,9.10,8.30,8.30,3.08,0.60,14,9312
4jqn,8.81668,8.26321,8.26321,3.08703,0.600079,41,8.30,8.30,8.10,3.08,0.60,13,9312
4jre,16.788,16.1582,8.89432,4.45985,0.723182,74,16.10,15.90,8.50,4.19,0.71,47,12643
4jz7,7.14548,5.51096,5.27798,2.60917,0.526834,72,6.90,5.70,4.90,2.47,0.50,44,17936
4krs,7.35066,3.08831,3.05473,2.55801,0.517373,53,7.10,2.90,2.90,2.39,0.49,21,13320
4kwu,11.71,5.02134,5.02134,2.59603,0.524441,137,11.70,4.90,4.50,2.58,0.52,134,33340
4l55,4.249,3.45678,2.86039,2.15553,0.427256,27,4.10,3.30,2.50,2.15,0.43,6,7608
4l9y,10.8612,10.8612,5.72881,2.68105,0.539521,591,10.50,10.50,5.50,2.27,0.46,112,26332
4lhy,11.3451,6.74267,4.99766,3.70968,0.667204,216,10.90,10.70,5.10,3.53,0.65,303,41816
4lhz,11.6791,6.86824,5.59314,3.78133,0.67351,216,11.10,11.10,5.50,3.59,0.66,333,41816
4li6,8.91444,3.20197,3.20197,2.57956,0.521404,53,8.50,3.10,3.10,2.40,0.49,21,13328
4li8,8.19881,3.23539,2.95483,2.53855,0.513671,59,7.90,2.90,2.90,2.33,0.47,21,13120
4lm5,23.5847,5.38429,5.38429,3.63246,0.660129,59,23.10,5.50,5.30,3.25,0.62,33,12990
4lmu,21.9344,5.25431,5.25431,3.6072,0.657749,69,21.70,5.10,5.10,3.23,0.62,33,12978
4lp0,6.71247,4.79208,3.7085,2.54471,0.514849,41,6.10,4.70,3.30,2.18,0.44,16,11840
4lpb,6.84555,4.67441,3.63365,2.51999,0.510091,40,6.30,4.50,3.50,2.16,0.43,17,11880
4lre,14.4109,7.90874,5.09311,2.71658,0.545544,75,13.90,7.50,7.10,2.56,0.52,51,18392
4ls7,10.3579,7.11489,7.11489,2.60324,0.525758,99,9.70,7.30,7.10,2.52,0.51,86,24756
4lsh,23.8205,3.82969,3.82969,2.7883,0.557232,82,23.10,3.50,3.10,2.73,0.55,36,15471
4lsi,21.8046,3.97372,3.72602,2.87026,0.569876,258,22.10,4.30,2.90,2.81,0.56,132,30916
4lue,10.2099,8.05733,7.53216,3.21392,0.615869,125,9.90,7.50,7.50,3.00,0.59,109,27276
4m0a,6.52557,6.3958,5.89034,2.77117,0.554497,36,6.30,6.30,5.50,2.50,0.52,18,11524
4mai,8.63803,8.60956,8.59735,2.7692,0.554179,18,8.30,8.30,8.30,2.41,0.49,5,5620
4mb9,6.92068,4.34307,3.4315,2.43299,0.492572,38,6.30,4.10,3.10,2.13,0.42,16,12120
4mbc,6.91636,4.63134,3.68606,2.50886,0.507916,38,6.50,4.50,3.30,2.15,0.43,17,11880
4mot,6.49481,4.3739,3.85329,2.5156,0.509235,39,6.10,4.50,3.50,2.16,0.43,17,11880
4mpu,9.61366,7.00304,7.00304,2.67339,0.538201,87,9.30,6.70,6.70,2.65,0.54,71,23040
4mpv,9.6219,6.61101,6.61101,2.70344,0.543334,109,9.30,6.50,6.30,2.68,0.54,84,23040
4mxf,3.43949,2.4202,2.01553,1.96473,0.371634,28,3.50,2.30,1.70,1.96,0.37,6,7608
4mxr,5.31561,4.2849,4.2849,2.11049,0.415034,220,4.50,3.90,3.70,1.97,0.38,228,40968
4myf,5.87927,4.7786,4.7786,2.18741,0.435602,71,4.70,4.30,4.30,1.99,0.38,43,19944
4myk,5.90067,5.19412,5.19412,2.19087,0.436494,86,4.70,4.70,4.70,1.99,0.38,44,19881
4myn,5.66948,4.47176,4.47176,2.11073,0.415099,87,4.70,4.10,3.90,1.98,0.38,45,20565
4n6d,5.37122,4.55395,3.64164,2.33263,0.470741,40,4.90,4.30,3.30,2.17,0.43,14,9988
4n6y,21.9753,5.44653,5.44653,3.5129,0.648562,66,21.50,5.50,5.30,2.96,0.59,34,13422
4n6z,22.5039,5.90429,5.90429,3.50383,0.647652,61,21.90,5.70,5.50,2.95,0.58,36,13368
4n70,22.5056,5.60953,5.60953,3.53594,0.650852,61,22.10,5.90,5.70,2.99,0.59,38,13458
4nkc,5.62414,4.05233,2.63472,2.16271,0.429157,18,4.70,3.50,2.30,2.16,0.43,4,5024
4nre,22.2791,22.2791,19.3467,4.05904,0.695847,754,21.50,21.50,16.30,3.94,0.69,2805,96282
4ntk,7.64798,4.49922,4.49922,2.31584,0.466902,113,7.30,4.50,3.90,2.28,0.46,54,22944
4ntm,9.22055,5.03833,5.03833,2.41873,0.48958,197,8.70,4.50,4.50,2.38,0.48,297,45152
4nvb,8.90311,8.26441,8.26441,3.08357,0.59963,38,8.50,8.10,8.10,3.08,0.60,13,9312
4nvc,8.96614,7.15763,7.15763,2.98333,0.586179,38,8.50,7.10,6.90,2.98,0.59,13,9312
4nvd,8.68676,7.49129,7.49129,2.96704,0.583905,40,8.50,7.10,6.90,2.96,0.59,13,9312
4nve,8.83371,7.02879,7.02879,2.96725,0.583936,40,8.50,6.70,6.70,2.96,0.59,13,9312
4nvg,6.82821,6.12391,6.12391,2.76319,0.553209,40,6.70,5.90,5.70,2.76,0.56,12,9312
4nvh,9.06958,8.32199,8.32199,3.08678,0.600047,38,8.70,8.30,8.30,3.08,0.60,14,9312
4nvi,8.52688,7.56061,7.56061,2.95625,0.582388,37,8.50,7.10,7.10,2.95,0.58,13,9312
4nvj,8.27037,7.13349,7.13349,2.96517,0.583644,42,8.10,6.70,6.70,2.96,0.59,14,9312
4nvk,7.92444,6.20049,6.20049,2.8339,0.564357,38,7.70,6.10,5.90,2.83,0.57,12,9312
4nvl,8.49469,7.16106,7.16106,2.96128,0.583096,39,8.50,7.10,7.10,2.96,0.58,13,9312
4nvm,8.65272,7.36972,7.36972,2.9792,0.585604,29,8.50,7.30,7.30,2.98,0.59,13,9312
4nvn,8.38843,7.02619,7.02619,2.9726,0.584685,40,8.50,7.10,6.90,2.97,0.59,14,9312
4nvo,9.02734,8.65693,8.65693,3.09718,0.60139,37,8.70,8.30,8.10,3.09,0.60,14,9312
4nwc,7.36932,5.2071,5.2071,2.52622,0.511299,61,6.90,5.10,5.10,2.51,0.51,32,16208
4nwd,7.39524,4.84473,4.84473,2.59953,0.525081,62,6.90,4.70,4.70,2.57,0.52,32,16152
4ny9,7.96571,6.61227,6.61227,2.97421,0.584909,83,7.50,6.70,6.50,2.70,0.54,42,17016
4nzm,10.8668,5.04839,4.12055,2.79246,0.557893,44,10.70,4.70,3.50,2.75,0.55,14,10416
4nzn,10.7986,5.02135,3.8742,2.76,0.552692,47,10.70,4.70,3.50,2.72,0.55,14,10416
4nzo,10.8022,5.13027,3.96084,2.76452,0.553424,47,10.70,4.70,3.50,2.72,0.55,14,10416
4o4e,5.83902,5.77038,5.77038,2.53242,0.512495,157,5.50,5.30,5.30,2.51,0.51,143,32736
4o4f,5.74686,5.65451,5.65451,2.46136,0.49842,132,5.30,5.10,4.70,2.44,0.50,126,32736
4o91,20.6282,10.7165,7.83234,4.24611,0.709247,98,20.30,10.70,7.70,3.97,0.69,73,18640
4oeu,3.54495,3.54064,2.86123,1.98137,0.376912,163,2.90,2.90,2.50,1.97,0.38,100,32128
4ojl,17.9827,13.3597,13.3597,3.3421,0.630601,276,18.10,13.10,12.90,3.25,0.62,812,68112
4otz,8.17195,7.05541,2.89413,2.39665,0.484877,205,7.50,6.70,2.70,2.22,0.45,236,44112
4oue,15.3492,14.8687,14.8687,2.94008,0.58009,215,14.70,14.30,14.30,2.87,0.57,550,58832
4owc,4.78049,2.69514,2.69514,1.99765,0.381989,31,4.50,2.30,2.10,2.00,0.38,6,8008
4owe,4.92717,2.80858,2.80858,2.01261,0.386585,27,4.90,2.50,2.30,2.01,0.39,6,8008
4ozo,15.2936,14.6353,14.6353,2.9339,0.579206,233,14.50,14.30,14.10,2.86,0.57,522,58832
4p10,7.64857,5.85653,3.53875,2.50521,0.507201,20,7.30,5.70,3.30,2.50,0.51,6,6536
4p1e,9.53619,9.20435,9.20435,3.21055,0.615465,66,9.30,8.90,8.90,2.75,0.55,46,13644
4p1u,19.2798,2.63573,2.63573,2.90355,0.574808,28,19.10,2.50,2.50,2.70,0.55,9,7476
4pfk,10.8635,3.35966,3.35966,2.32078,0.468038,80,10.90,2.90,2.90,2.32,0.47,37,19200
4piq,3.82803,2.82018,2.82018,2.01977,0.388758,47,3.90,3.70,3.70,2.05,0.40,12,10410
4pjm,5.51667,5.12096,5.12096,2.61207,0.52736,99,5.10,4.90,4.50,2.51,0.51,73,24304
4pjn,5.82607,5.02896,5.02896,2.59671,0.524565,101,4.90,4.70,4.50,2.52,0.51,75,24528
4pk4,6.75001,6.45747,6.45746,2.60626,0.526306,98,6.30,6.30,6.10,2.52,0.51,74,24440
4pm3,3.01644,1.50374,1.29496,1.95369,0.368085,14,2.70,1.30,1.10,1.48,0.17,2,3772
4pr4,5.71926,4.1622,2.7253,2.17333,0.431946,15,5.10,3.70,2.50,2.17,0.43,3,5034
4pr8,10.5825,7.16222,7.16222,2.92687,0.578196,91,10.10,6.70,6.70,2.86,0.57,65,18896
4prr,5.87878,4.18611,2.79823,2.17617,0.432687,16,4.90,3.70,2.70,2.17,0.44,3,5034
4prt,5.70093,4.226,2.85876,2.17676,0.432841,18,5.10,3.90,2.70,2.18,0.44,3,5050
4psg,13.368,10.0699,6.47459,3.449,0.642051,38,12.90,9.70,5.70,3.17,0.61,16,9264
4psr,3.78957,3.78957,3.6553,2.10088,0.412356,41,3.50,3.50,2.70,2.20,0.44,12,9437
4pwc,28.2521,7.90715,7.90715,3.60855,0.657877,243,27.70,7.90,7.90,3.59,0.66,586,46884
4pyv,16.7734,16.7734,16.7734,3.24136,0.61912,300,16.30,16.30,16.30,3.20,0.62,790,62064
4q40,10.9726,10.9726,10.9726,3.20632,0.614957,856,11.10,11.10,11.10,2.77,0.56,2489,123024
4q41,10.7556,10.7556,10.7556,3.1998,0.614173,1005,10.70,10.70,10.70,2.75,0.55,2656,122544
4q42,11.1302,11.1302,11.1302,3.23877,0.618815,669,10.70,10.70,10.70,2.80,0.56,2515,123108
4q4c,11.3042,5.13692,3.74725,2.75996,0.552686,46,11.10,4.70,3.50,2.72,0.55,14,10416
4q4d,10.5996,5.09635,3.76191,2.81897,0.562051,48,10.70,4.70,3.50,2.71,0.55,14,10156
4q7b,5.79934,4.20196,2.79792,2.17522,0.43244,15,5.30,3.90,2.70,2.17,0.43,3,5034
4qbx,5.82383,4.18304,2.82706,2.18062,0.433847,16,5.10,3.70,2.70,2.18,0.44,3,5050
4qdv,8.45798,6.49764,4.82195,2.75067,0.551175,209,8.10,5.90,4.50,2.42,0.49,247,38428
4qeb,8.45413,5.75283,4.29149,2.75359,0.551651,202,8.50,5.90,4.10,2.42,0.49,245,38336
4qg7,4.52865,2.75021,2.73924,2.19394,0.437282,20,4.70,2.50,2.50,2.10,0.42,4,6328
4qga,4.23934,2.83553,2.5869,2.18316,0.434503,24,4.50,2.50,2.30,2.09,0.41,4,6312
4qge,23.6419,23.6419,23.6419,4.75428,0.740325,220,23.30,23.10,23.10,2.92,0.58,612,42432
4qgf,5.39094,4.02018,2.85329,2.23641,0.447968,22,5.10,3.70,2.50,2.11,0.42,4,6250
4qgg,5.6475,3.90584,2.87652,2.31331,0.46632,24,5.30,3.30,2.90,2.18,0.44,4,6216
4qgh,5.03735,3.39117,2.83891,2.28876,0.460596,26,4.90,2.90,2.90,2.18,0.44,5,6308
4qr6,5.42537,4.38225,2.98196,2.17784,0.433124,17,5.10,3.90,2.70,2.18,0.44,3,5050
4qry,15.9677,15.9677,9.96776,3.53812,0.651066,128,15.70,15.70,8.70,1.60,0.23,268,23780
4qsp,22.0045,5.8789,5.8789,4.12443,0.700669,75,22.10,5.50,5.50,4.12,0.70,46,13008
4qsq,21.7365,5.45374,5.45374,4.06087,0.695984,67,21.90,5.30,5.30,4.06,0.70,38,13008
4qsr,22.0724,5.78786,5.78786,4.13017,0.701086,75,21.70,5.70,5.50,4.13,0.70,42,13008
4qss,21.9443,5.65761,5.65761,4.11678,0.700113,74,21.30,5.30,5.30,4.11,0.70,42,13008
4qst,22.1008,5.18977,5.18977,4.07997,0.697407,62,22.50,5.10,4.90,4.07,0.70,43,12996
4qsu,21.5051,5.49612,5.49612,4.04398,0.694715,75,20.90,5.10,5.10,4.04,0.70,39,13008
4qsv,22.517,6.29845,6.29845,4.16137,0.703327,74,22.50,5.70,5.70,4.16,0.70,39,13008
4qsw,21.9126,5.7875,5.7875,4.10287,0.699097,63,22.30,5.70,5.50,4.10,0.70,45,13008
4qsx,22.4819,5.58122,5.58122,4.01449,0.692472,69,22.30,5.30,5.30,4.01,0.69,44,13008
4qx4,5.77318,4.30576,2.86095,2.18595,0.435225,17,5.30,4.30,2.70,2.18,0.44,3,5050
4qym,7.60459,6.94255,3.15709,2.36386,0.477733,195,7.10,6.90,2.70,2.19,0.44,229,44104
4qyy,5.80961,5.26511,4.04506,2.63473,0.531425,39,5.70,5.30,3.90,2.44,0.50,18,11028
4r15,2.18948,2.15242,2.15242,1.60283,0.229758,2,2.10,1.90,1.90,1.60,0.48,1,984
4r6z,8.2698,4.67438,4.67438,2.63266,0.531057,46,8.10,4.10,4.10,2.47,0.50,16,11344
4r84,5.67099,5.63707,5.63707,2.6274,0.530118,87,5.70,5.10,4.70,2.48,0.51,29,15164
4r8c,8.81084,3.42397,3.42397,2.47493,0.501171,39,8.50,2.70,2.50,2.25,0.45,14,10968
