pdb,lifesoaks_1d,lifesoaks_2d,lifesoaks_3d,lifesoaks_mc,lifesoaks_sc,mapchannels_1d,mapchannels_2d,mapchannels_3d,mapchannels_mc,mapchannels_sc
4jm6,9.26117,8.94666,8.94666,3.11707,0.603933,9.10,8.70,8.50,3.11,0.61
4jm8,8.98271,8.16331,8.16331,3.06673,0.597432,8.50,8.10,8.10,3.06,0.60
4jm9,9.05088,8.36041,8.36041,3.08884,0.600313,8.70,8.50,8.10,3.09,0.60
4jma,9.0838,8.51683,8.51683,3.08482,0.599793,8.90,8.50,8.50,3.08,0.60
4jmb,9.24705,8.4202,8.4202,3.09631,0.601277,8.70,8.30,8.10,3.09,0.60
4jms,9.29193,8.52008,8.52008,3.09923,0.601654,8.90,8.50,8.10,3.10,0.60
4jmt,9.7153,8.45783,8.45783,3.09701,0.601367,8.90,8.50,8.30,3.09,0.60
4jmv,9.0138,8.35775,8.35775,3.06468,0.597163,8.30,8.10,8.10,3.06,0.60
4jmw,8.96386,8.19975,8.19975,3.07864,0.59899,8.50,8.10,7.90,3.08,0.60
4jmz,9.67724,7.61738,7.61738,3.05105,0.595363,9.30,7.70,7.50,3.05,0.60
4jn0,9.54439,8.38909,8.38909,3.06049,0.596612,8.90,8.50,8.30,3.06,0.60
4jpg,10.0429,6.52825,6.11913,2.50945,0.508033,9.50,6.10,5.90,2.32,0.47
4jpl,8.63969,8.5162,8.5162,3.12324,0.604716,8.70,8.70,8.50,3.12,0.61
4jpt,9.03573,8.81974,8.81974,3.11021,0.603059,8.50,8.50,8.30,3.11,0.60
4jpu,9.22394,8.35728,8.35728,3.08751,0.600142,8.90,8.30,8.30,3.08,0.60
4jqj,8.92967,8.48545,8.48545,3.07654,0.598715,8.50,8.30,8.30,3.07,0.60
4jqk,8.92676,8.65417,8.65417,3.11182,0.603266,8.70,8.50,8.50,3.11,0.60
4jqm,9.45476,8.41614,8.41614,3.08016,0.599187,9.10,8.30,8.30,3.08,0.60
4jqn,8.81668,8.26321,8.26321,3.08703,0.600079,8.30,8.30,8.10,3.08,0.60
4jre,16.767,16.1582,8.89432,4.45985,0.723182,16.10,15.90,8.50,4.19,0.71
4jz7,7.14548,5.51096,5.27798,2.60917,0.526834,6.90,5.70,4.90,2.47,0.50
4krs,7.35066,3.08831,3.05473,2.55801,0.517373,7.10,2.90,2.90,2.39,0.49
4kwu,11.71,5.02134,5.02134,2.59603,0.524441,11.70,4.90,4.50,2.58,0.52
4l55,4.249,3.45678,2.86039,2.15553,0.427256,4.10,3.30,2.50,2.15,0.43
4l9y,10.8612,10.8612,5.72881,2.68105,0.539521,10.50,10.50,5.50,2.27,0.46
4lhy,11.3451,6.74267,4.99766,3.70968,0.667204,10.90,10.70,5.10,3.53,0.65
4lhz,11.6791,6.86824,5.59314,3.78133,0.67351,11.10,11.10,5.50,3.59,0.66
4li6,8.91444,3.20197,3.20197,2.57956,0.521404,8.50,3.10,3.10,2.40,0.49
4li8,8.19881,3.23539,2.95483,2.53855,0.513671,7.90,2.90,2.90,2.33,0.47
4lm5,23.5847,5.38429,5.38429,3.63246,0.660129,23.10,5.50,5.30,3.25,0.62
4lmu,21.9212,5.25431,5.25431,3.6072,0.657749,21.70,5.10,5.10,3.23,0.62
4lp0,6.71247,4.79208,3.7085,2.54471,0.514849,6.10,4.70,3.30,2.18,0.44
4lpb,6.84555,4.67441,3.63365,2.51999,0.510091,6.30,4.50,3.50,2.16,0.43
4lre,14.4109,7.90874,5.09311,2.71658,0.545544,13.90,7.50,7.10,2.56,0.52
4ls7,10.3579,7.11489,7.11489,2.60324,0.525758,9.70,7.30,7.10,2.52,0.51
4lsh,23.8205,3.82969,3.82969,2.7883,0.557232,23.10,3.50,3.10,2.73,0.55
4lsi,21.8046,3.97372,3.72602,2.87026,0.569876,22.10,4.30,2.90,2.81,0.56
4lue,10.2099,8.05733,7.53216,3.21392,0.615869,9.90,7.50,7.50,3.00,0.59
4m0a,6.52557,6.3958,5.89034,2.77117,0.554497,6.30,6.30,5.50,2.50,0.52
4mai,8.63803,8.60956,8.60956,2.7692,0.554179,8.30,8.30,8.30,2.41,0.49
4mb9,6.92068,4.34307,3.4315,2.43299,0.492572,6.30,4.10,3.10,2.13,0.42
4mbc,6.91636,4.63134,3.68606,2.50886,0.507916,6.50,4.50,3.30,2.15,0.43
4mot,6.49481,4.3739,3.85329,2.5156,0.509235,6.10,4.50,3.50,2.16,0.43
4mpu,9.61366,7.00304,7.00304,2.67339,0.538201,9.30,6.70,6.70,2.65,0.54
4mpv,9.6219,6.61101,6.61101,2.70344,0.543334,9.30,6.50,6.30,2.68,0.54
4mxf,3.43949,2.4202,2.01553,1.96473,0.371634,3.50,2.30,1.70,1.96,0.37
4mxr,5.31561,4.2849,4.2849,2.11049,0.415034,4.50,3.90,3.70,1.97,0.38
4myf,5.87927,4.7786,4.7786,2.18741,0.435602,4.70,4.30,4.30,1.99,0.38
4myk,5.90067,5.19412,5.19412,2.19087,0.436494,4.70,4.70,4.70,1.99,0.38
4myn,5.66948,4.47176,4.47176,2.11073,0.415099,4.70,4.10,3.90,1.98,0.38
4n6d,5.37122,4.55395,3.64164,2.33263,0.470741,4.90,4.30,3.30,2.17,0.43
4n6y,21.9753,5.44653,5.44653,3.5129,0.648562,21.50,5.50,5.30,2.96,0.59
4n6z,22.5039,5.90429,5.90429,3.50383,0.647652,21.90,5.70,5.50,2.95,0.58
4n70,22.5194,5.60953,5.60953,3.53594,0.650852,22.10,5.90,5.70,2.99,0.59
4nkc,5.62414,4.05232,2.63472,2.16271,0.429157,4.70,3.50,2.30,2.16,0.43
4nre,22.2791,22.2791,19.3467,4.05904,0.695847,21.50,21.50,16.30,3.94,0.69
4ntk,7.64798,4.49922,4.49922,2.31584,0.466902,7.30,4.50,3.90,2.28,0.46
4ntm,9.22055,5.03833,5.03833,2.41873,0.48958,8.70,4.50,4.50,2.38,0.48
4nvb,8.90311,8.26441,8.26441,3.08357,0.59963,8.50,8.10,8.10,3.08,0.60
4nvc,8.96614,7.15763,7.15763,2.98333,0.586179,8.50,7.10,6.90,2.98,0.59
4nvd,8.68676,7.49129,7.49129,2.96704,0.583905,8.50,7.10,6.90,2.96,0.59
4nve,8.83371,7.02879,7.02879,2.96725,0.583936,8.50,6.70,6.70,2.96,0.59
4nvg,6.82821,6.12391,6.12391,2.76319,0.553209,6.70,5.90,5.70,2.76,0.56
4nvh,9.06958,8.32199,8.32199,3.08678,0.600047,8.70,8.30,8.30,3.08,0.60
4nvi,8.52688,7.56061,7.56061,2.95625,0.582388,8.50,7.10,7.10,2.95,0.58
4nvj,8.27037,7.13349,7.13349,2.96517,0.583644,8.10,6.70,6.70,2.96,0.59
4nvk,7.92444,6.20049,6.20049,2.8339,0.564357,7.70,6.10,5.90,2.83,0.57
4nvl,8.49469,7.16106,7.16106,2.96128,0.583096,8.50,7.10,7.10,2.96,0.58
4nvm,8.65272,7.36972,7.36972,2.9792,0.585604,8.50,7.30,7.30,2.98,0.59
4nvn,8.38843,7.02619,7.02619,2.9726,0.584685,8.50,7.10,6.90,2.97,0.59
4nvo,9.02734,8.65693,8.65693,3.09718,0.60139,8.70,8.30,8.10,3.09,0.60
4nwc,7.36932,5.2071,5.2071,2.52622,0.511299,6.90,5.10,5.10,2.51,0.51
4nwd,7.39524,4.84473,4.84473,2.59953,0.525081,6.90,4.70,4.70,2.57,0.52
4ny9,7.96571,6.61227,6.61227,2.97421,0.584909,7.50,6.70,6.50,2.70,0.54
4nzm,10.8668,5.04839,4.12055,2.79246,0.557893,10.70,4.70,3.50,2.75,0.55
4nzn,10.7986,5.02135,3.8742,2.76,0.552692,10.70,4.70,3.50,2.72,0.55
4nzo,10.8022,5.13027,3.96084,2.76452,0.553424,10.70,4.70,3.50,2.72,0.55
4o4e,5.83902,5.77038,5.77038,2.53242,0.512495,5.50,5.30,5.30,2.51,0.51
4o4f,5.74686,5.65451,5.65451,2.46136,0.49842,5.30,5.10,4.70,2.44,0.50
4o91,20.6282,10.7165,7.83234,4.24611,0.709247,20.30,10.70,7.70,3.97,0.69
4oeu,3.54495,3.54064,2.86123,1.98137,0.376912,2.90,2.90,2.50,1.97,0.38
4ojl,17.9827,13.3597,13.3597,3.3421,0.630601,18.10,13.10,12.90,3.25,0.62
4otz,8.17195,7.05541,2.89413,2.39665,0.484877,7.50,6.70,2.70,2.22,0.45
4oue,15.3492,14.8687,14.8687,2.94008,0.58009,14.70,14.30,14.30,2.87,0.57
4owc,4.78049,2.69514,2.69514,1.99765,0.381989,4.50,2.30,2.10,2.00,0.38
4owe,4.92717,2.80858,2.80858,2.01261,0.386585,4.90,2.50,2.30,2.01,0.39
4ozo,15.2936,14.6353,14.6353,2.9339,0.579206,14.50,14.30,14.10,2.86,0.57
4p10,7.64857,5.85653,3.53875,2.50521,0.507201,7.30,5.70,3.30,2.50,0.51
4p1e,9.53619,9.20435,9.20435,3.21055,0.615465,9.30,8.90,8.90,2.75,0.55
4p1u,19.2798,2.63573,2.63573,2.90355,0.574808,19.10,2.50,2.50,2.70,0.55
4pfk,10.8635,3.35966,3.35966,2.32078,0.468038,10.90,2.90,2.90,2.32,0.47
4piq,3.82803,2.82018,2.82018,2.01977,0.388758,3.90,3.70,3.70,2.05,0.40
4pjm,5.51667,5.12096,5.12096,2.61207,0.52736,5.10,4.90,4.50,2.51,0.51
4pjn,5.82607,5.02896,5.02896,2.59671,0.524565,4.90,4.70,4.50,2.52,0.51
4pk4,6.75001,6.45747,6.45747,2.60626,0.526306,6.30,6.30,6.10,2.52,0.51
4pm3,3.01644,1.50374,1.29496,1.95369,0.368085,2.70,1.30,1.10,1.48,0.17
4pr4,5.71926,4.1622,2.7253,2.17333,0.431946,5.10,3.70,2.50,2.17,0.43
4pr8,10.5825,7.16222,7.16222,2.92687,0.578196,10.10,6.70,6.70,2.86,0.57
4prr,5.87878,4.18611,2.79823,2.17617,0.432687,4.90,3.70,2.70,2.17,0.44
4prt,5.70093,4.226,2.85876,2.17676,0.432841,5.10,3.90,2.70,2.18,0.44
4psg,13.368,10.0699,6.47459,3.449,0.642051,12.90,9.70,5.70,3.17,0.61
4psr,3.78957,3.78957,3.6553,2.10088,0.412356,3.50,3.50,2.70,2.20,0.44
4pwc,28.2521,7.90715,7.90715,3.60855,0.657877,27.70,7.90,7.90,3.59,0.66
4pyv,16.7734,16.7734,16.7734,3.24136,0.61912,16.30,16.30,16.30,3.20,0.62
4q40,10.9726,10.9726,10.9726,3.20632,0.614957,11.10,11.10,11.10,2.77,0.56
4q41,10.7556,10.7556,10.7556,3.1998,0.614173,10.70,10.70,10.70,2.75,0.55
4q42,11.1302,11.1302,11.1302,3.23877,0.618815,10.70,10.70,10.70,2.80,0.56
4q4c,11.3042,5.13692,3.74725,2.75996,0.552686,11.10,4.70,3.50,2.72,0.55
4q4d,10.5996,5.09635,3.76191,2.81897,0.562051,10.70,4.70,3.50,2.71,0.55
4q7b,5.79934,4.20196,2.79792,2.17522,0.43244,5.30,3.90,2.70,2.17,0.43
4qbx,5.82383,4.18304,2.82706,2.18062,0.433847,5.10,3.70,2.70,2.18,0.44
4qdv,8.45798,6.49764,4.82195,2.75067,0.551175,8.10,5.90,4.50,2.42,0.49
4qeb,8.45413,5.75283,4.29149,2.75359,0.551651,8.50,5.90,4.10,2.42,0.49
4qg7,4.52865,2.75021,2.73924,2.19394,0.437282,4.70,2.50,2.50,2.10,0.42
4qga,4.23934,2.83554,2.5869,2.18316,0.434503,4.50,2.50,2.30,2.09,0.41
4qge,23.6419,23.6419,23.6419,4.75428,0.740325,23.30,23.10,23.10,2.92,0.58
4qgf,5.39094,4.02018,2.85329,2.23641,0.447968,5.10,3.70,2.50,2.11,0.42
4qgg,5.6475,3.90584,2.87652,2.31331,0.46632,5.30,3.30,2.90,2.18,0.44
4qgh,5.03735,3.39117,2.83891,2.28876,0.460596,4.90,2.90,2.90,2.18,0.44
4qr6,5.42537,4.38225,2.98196,2.17784,0.433124,5.10,3.90,2.70,2.18,0.44
4qry,15.9677,15.9677,9.96776,3.53812,0.651066,15.70,15.70,8.70,1.60,0.23
4qsp,22.0045,5.8789,5.8789,4.12443,0.700669,22.10,5.50,5.50,4.12,0.70
4qsq,21.7365,5.45374,5.45374,4.06087,0.695984,21.90,5.30,5.30,4.06,0.70
4qsr,22.0724,5.78786,5.78786,4.13017,0.701086,21.70,5.70,5.50,4.13,0.70
4qss,21.9443,5.65761,5.65761,4.11678,0.700113,21.30,5.30,5.30,4.11,0.70
4qst,22.1008,5.18977,5.18977,4.07997,0.697407,22.50,5.10,4.90,4.07,0.70
4qsu,21.5051,5.49612,5.49612,4.04398,0.694715,20.90,5.10,5.10,4.04,0.70
4qsv,22.517,6.29845,6.29845,4.16137,0.703327,22.50,5.70,5.70,4.16,0.70
4qsw,21.9126,5.7875,5.7875,4.10287,0.699097,22.30,5.70,5.50,4.10,0.70
4qsx,22.4819,5.58122,5.58122,4.01449,0.692472,22.30,5.30,5.30,4.01,0.69
4qx4,5.77318,4.30576,2.86095,2.18595,0.435225,5.30,4.30,2.70,2.18,0.44
4qym,7.60459,6.94255,3.15709,2.36386,0.477733,7.10,6.90,2.70,2.19,0.44
4qyy,5.80961,5.26511,4.04506,2.63473,0.531425,5.70,5.30,3.90,2.44,0.50
4r15,2.18948,2.15242,2.15242,1.60283,0.229758,2.10,1.90,1.90,1.60,0.48
4r6z,8.2698,4.67438,4.67438,2.63266,0.531057,8.10,4.10,4.10,2.47,0.50
4r84,5.67099,5.63707,5.63707,2.6274,0.530118,5.70,5.10,4.70,2.48,0.51
4r8c,8.81084,3.42397,3.42397,2.47493,0.501171,8.50,2.70,2.50,2.25,0.45
4rdc,3.15594,3.15594,2.68118,1.97119,0.373694,2.90,2.90,2.30,1.82,0.33
4re6,7.56887,7.27271,6.14168,2.5049,0.507139,7.50,6.70,5.70,2.51,0.51
4rks,7.86499,7.86499,6.7734,2.79641,0.558517,7.30,6.70,5.70,2.64,0.53
4rkz,7.31524,7.31524,6.94705,2.78604,0.556873,7.10,6.70,5.50,2.60,0.53
4rla,7.14977,6.51534,6.51534,2.5837,0.522171,6.30,6.30,6.10,2.51,0.51
4rpq,5.94256,4.3142,3.02561,2.18724,0.43556,5.10,3.90,2.90,2.18,0.44
4rsk,15.3,5.58035,5.58035,3.47465,0.644693,14.90,5.70,5.50,3.47,0.65
4rvr,15.6226,7.88443,6.88466,4.28149,0.71165,14.90,7.50,6.70,4.28,0.71
4rvw,20.0627,13.9522,13.0341,4.38058,0.718172,19.90,13.70,12.90,3.55,0.65
4ryc,15.1889,15.1889,15.1889,3.20647,0.614976,15.10,15.10,15.10,3.18,0.61
4ryg,14.8657,14.8657,14.8657,3.19852,0.614019,14.90,14.90,14.90,3.18,0.61
4rz1,14.9118,14.9118,14.9118,3.17771,0.611491,14.50,14.50,14.50,3.15,0.61
4s0t,10.4076,10.4076,8.26326,3.54859,0.652096,9.90,9.70,7.70,3.06,0.60
4tme,11.2753,11.2753,11.2753,3.51037,0.648309,10.70,10.50,10.30,3.43,0.64
4tyl,21.667,6.0326,6.0326,4.06578,0.696352,22.10,5.70,5.50,4.06,0.70
4tyo,4.86715,3.73342,3.0907,2.11404,0.416015,4.50,3.30,2.70,1.98,0.38
4tz8,21.7349,6.08116,6.08116,4.1344,0.701391,22.50,5.50,5.50,4.13,0.70
4us8,10.1168,6.48122,6.48122,2.47508,0.501201,10.30,5.90,5.90,2.47,0.50
4us9,11.2614,6.57273,6.57273,2.49482,0.505148,10.70,6.30,6.30,2.50,0.51
4usa,10.435,6.52072,6.52072,2.4676,0.499689,10.50,5.90,5.90,2.47,0.50
4uxx,13.7603,11.0741,11.0741,4.10389,0.699171,13.30,10.70,10.70,3.52,0.65
4w7t,9.18248,8.30362,6.92494,3.05974,0.596512,9.30,7.90,6.90,2.66,0.54
4wbb,12.2132,11.4795,8.80673,3.56854,0.654041,11.90,8.50,7.90,2.87,0.57
4wiv,4.45997,2.04048,2.03092,2.16935,0.430903,3.90,1.90,1.90,2.17,0.43
4wmv,5.871,3.99409,3.83101,2.23949,0.448727,5.50,3.70,3.70,2.22,0.45
4wp7,11.5378,5.43525,5.43525,2.28312,0.459262,10.70,5.70,5.50,2.25,0.46
4wpn,10.7804,5.35251,5.35251,2.28454,0.4596,10.90,5.50,5.30,2.26,0.46
4wrc,5.88612,5.88612,5.88612,2.45601,0.497328,5.50,4.90,4.90,2.31,0.47
4wre,6.07224,5.99439,5.99439,2.3313,0.470438,5.90,5.30,5.30,2.14,0.43
4wrf,6.4389,5.93194,5.93194,2.45606,0.497339,6.10,4.90,4.90,2.35,0.48
4wta,38.9784,5.63709,5.63708,4.06628,0.696389,38.50,5.30,5.30,3.77,0.68
4wtc,39.8787,5.62983,5.62983,4.10099,0.698959,39.30,5.50,5.10,3.80,0.68
4wtd,39.6047,5.65946,5.65946,4.11588,0.700048,39.10,5.30,5.10,3.82,0.68
4wte,39.9684,5.91405,5.91405,4.14996,0.702511,39.50,5.50,5.50,3.85,0.68
4wtf,39.792,5.48879,5.48879,4.14488,0.702147,39.10,5.50,5.30,3.86,0.68
4wtg,38.8571,5.74409,5.74409,4.08351,0.69767,38.30,5.30,5.10,3.79,0.68
4wti,38.4301,5.48437,5.48437,4.17155,0.70405,37.90,5.10,5.10,3.94,0.69
4wtj,38.5838,5.66171,5.66171,4.147,0.702299,38.10,5.30,5.30,3.92,0.69
4wtl,38.8653,5.39486,5.39486,4.16143,0.703331,38.30,5.30,4.90,3.93,0.69
4wtm,38.8574,5.6323,5.6323,4.16957,0.70391,38.30,5.30,5.30,3.94,0.69
4wx1,50.5785,20.7625,20.7625,4.90029,0.748062,50.70,20.50,20.50,4.82,0.75
4xac,4.752,3.53781,3.53781,2.11558,0.416441,4.70,2.70,2.70,2.06,0.40
4xbz,6.45307,5.8272,5.54385,2.56741,0.519138,5.10,4.90,4.70,2.31,0.47
4xc8,54.5962,51.6762,51.6762,7.05162,0.824924,54.30,51.50,51.50,6.71,0.82
4xf0,4.40437,4.40437,4.40437,2.37059,0.479215,3.90,3.70,3.70,2.21,0.44
4xf1,4.37679,4.37679,4.37679,2.36881,0.478825,4.10,3.90,3.70,2.20,0.44
4xf3,4.317,4.317,4.317,2.36881,0.478825,4.10,3.90,3.70,2.20,0.44
4xf4,4.40328,4.40328,4.40328,2.36705,0.478436,4.10,3.90,3.90,2.20,0.44
4xf9,4.43777,4.43777,4.43777,2.37059,0.479215,3.90,3.90,3.90,2.21,0.44
4xfa,4.29652,4.29652,4.29652,2.36881,0.478825,3.90,3.90,3.70,2.20,0.44
4xfg,4.36873,4.36873,4.36873,2.37059,0.479215,3.90,3.90,3.70,2.21,0.44
4xfh,4.29587,4.29587,4.29587,2.36881,0.478825,3.50,3.50,3.50,2.20,0.44
4xfi,4.2651,4.2651,4.2651,2.36881,0.478825,3.70,3.50,3.50,2.20,0.44
4xhd,7.70644,6.83534,6.83534,2.87006,0.569846,7.30,6.50,6.50,2.47,0.50
4xjs,3.85605,3.09099,3.09099,2.1131,0.415755,3.90,2.70,2.70,1.95,0.37
4xjt,4.15725,3.4127,3.4127,2.064,0.401855,4.10,2.90,2.90,1.95,0.37
4xkx,18.6056,9.99932,9.99932,3.16612,0.610069,18.30,9.70,9.70,2.81,0.56
4xpq,6.25547,6.1541,6.1541,2.36672,0.478363,5.90,5.90,5.90,2.20,0.44
4xrg,8.0545,7.01369,4.53144,2.48878,0.503946,7.90,7.70,4.30,2.49,0.51
4xua,14.9761,7.94652,7.56976,4.1988,0.705971,14.50,7.50,7.50,4.17,0.71
4xub,14.9171,6.98488,6.76336,4.20274,0.706247,14.30,7.10,6.70,4.17,0.71
4xul,17.8834,17.8834,17.8834,4.83021,0.744407,17.70,17.70,17.50,4.52,0.73
4xv4,9.55152,8.82115,8.82115,3.2167,0.6162,9.30,8.70,8.50,3.21,0.62
4xv5,9.49074,8.93117,8.93117,3.23786,0.618708,9.10,8.70,8.70,3.20,0.62
4xv7,9.54202,9.07612,9.07612,3.23537,0.618415,9.50,8.90,8.90,3.20,0.62
4xv8,10.0295,9.32801,9.32801,3.24272,0.61928,9.30,9.30,9.10,3.20,0.62
4xva,12.215,4.26608,4.12796,3.05735,0.596196,11.90,4.50,3.50,3.05,0.60
4xwa,5.00612,3.95817,3.59278,2.26512,0.454966,4.70,3.70,3.50,2.19,0.44
4y1i,12.2893,12.2893,4.97481,3.83966,0.678469,12.10,11.90,4.70,3.83,0.78
4y8c,22.0414,22.0414,22.0414,4.84285,0.745074,21.90,21.90,21.70,3.00,0.59
4y8x,17.7186,6.20792,6.20792,3.56438,0.653637,17.10,6.50,6.30,3.45,0.64
4y8z,18.1024,6.04939,6.04939,3.59609,0.656692,17.50,6.30,6.10,3.48,0.65
4yd0,20.1131,1.73475,1.73475,2.8042,0.559743,19.70,1.70,1.50,2.67,0.54
4yh3,3.45649,1.91674,1.80736,2.15378,0.426791,3.10,2.30,1.50,2.13,0.42
4ypw,6.50747,6.50747,6.50747,2.77499,0.555109,6.30,6.30,6.10,2.61,0.53
4ypx,7.06213,7.06213,7.06213,2.85648,0.567801,6.70,6.70,6.70,2.70,0.54
4ypy,6.94984,6.94984,6.94984,2.81323,0.561156,6.70,6.50,6.50,2.66,0.54
4ypz,6.97495,6.97495,6.97495,2.85702,0.567883,6.70,6.70,6.50,2.67,0.54
4yq0,7.1206,7.1206,7.1206,2.89357,0.573342,6.90,6.90,6.70,2.72,0.55
4yq1,8.48347,8.48347,8.48347,2.95828,0.582673,8.30,8.30,8.10,2.85,0.57
4yq2,9.18878,9.18878,9.18878,3.10199,0.602008,8.90,8.90,8.70,2.90,0.58
4yq3,9.12457,9.12457,9.12457,3.00903,0.589713,8.90,8.90,8.70,2.87,0.57
4yq4,6.87927,6.87927,6.87927,2.79431,0.558185,6.50,6.50,6.50,2.67,0.54
4yq5,7.17713,7.17713,7.17713,2.80505,0.559876,6.90,6.90,6.70,2.71,0.55
4yq6,6.97913,6.97913,6.97913,2.87571,0.57069,6.90,6.90,6.50,2.69,0.54
4yq7,6.94726,6.94726,6.94726,2.85019,0.566847,6.70,6.70,6.50,2.68,0.54
4yq8,6.75347,6.75347,6.75347,2.76819,0.554017,6.50,6.50,6.50,2.64,0.54
4yq9,7.14553,7.14553,7.14553,2.79763,0.55871,6.90,6.90,6.90,2.71,0.55
4yqa,7.09855,7.09855,7.09855,2.88602,0.572225,6.90,6.90,6.70,2.70,0.55
4yqb,7.13449,7.13449,7.13449,2.86645,0.569304,6.90,6.90,6.70,2.71,0.55
4yqc,6.99487,6.99487,6.99487,2.8513,0.567016,6.70,6.70,6.50,2.67,0.54
4yqd,6.97663,6.97663,6.97663,2.80643,0.560093,6.70,6.70,6.50,2.57,0.52
4yqg,6.82443,6.82443,6.82443,2.86316,0.568809,6.70,6.70,6.50,2.68,0.54
4yqi,6.9135,6.9135,6.9135,2.84762,0.566456,6.70,6.70,6.50,2.67,0.54
4yqj,6.90893,6.90893,6.90893,2.83175,0.564026,6.70,6.70,6.50,2.65,0.54
4yqk,6.77913,6.77913,6.77913,2.86962,0.56978,6.70,6.50,6.30,2.69,0.54
4yql,7.28324,7.28324,7.28324,2.96724,0.583934,7.10,7.10,6.90,2.81,0.56
4yqn,7.16235,7.16235,7.16235,2.88708,0.572382,6.90,6.90,6.70,2.70,0.55
4yqo,7.11935,7.11935,7.11935,2.82313,0.562695,6.90,6.90,6.70,2.70,0.54
4yqp,7.26479,7.26479,7.26479,2.9015,0.574508,6.90,6.90,6.70,2.72,0.55
4yqq,7.07119,7.07119,7.07119,2.87668,0.570835,6.90,6.90,6.70,2.70,0.55
4yqr,6.82748,6.82748,6.82748,2.79841,0.558832,6.50,6.50,6.30,2.67,0.54
4yqs,6.91336,6.91336,6.91336,2.86392,0.568924,6.70,6.70,6.50,2.68,0.54
4yqt,6.88386,6.88386,6.88386,2.83802,0.564989,6.70,6.70,6.70,2.66,0.54
4yry,9.26458,8.51342,8.51342,3.12632,0.605105,8.90,8.50,8.30,3.10,0.60
4ys1,5.72557,4.29066,2.81542,2.16558,0.429914,5.10,3.90,2.70,2.16,0.43
4yu1,5.39671,4.23412,2.82972,2.16818,0.430597,5.10,3.70,2.70,2.17,0.43
4ywr,11.4938,7.11057,5.82308,2.98068,0.58581,11.10,6.90,5.70,2.55,0.52
4yx4,5.22034,2.19115,2.19115,2.13117,0.420709,4.50,2.70,1.70,2.10,0.42
4yxi,5.22025,2.23209,2.19361,2.14157,0.423523,4.50,2.90,1.90,2.11,0.42
4yxo,5.50945,2.14025,2.14025,2.13813,0.422594,4.90,2.70,1.90,2.11,0.42
4yxu,5.21468,2.19995,2.19995,2.13673,0.422215,4.90,2.70,1.70,2.12,0.42
4yyt,5.79976,2.19318,2.19318,2.14807,0.425267,5.50,2.90,1.70,2.12,0.42
4z7h,7.34885,6.37711,4.80606,3.06658,0.597413,6.90,6.70,4.50,2.85,0.57
4za0,6.6982,4.62615,4.62615,2.19232,0.436866,6.30,4.30,4.30,2.15,0.43
4zbe,4.84136,4.39949,4.39949,2.21902,0.443642,4.50,4.30,4.30,2.24,0.45
4zcw,7.66421,5.74766,5.74766,2.32641,0.469325,7.50,5.50,5.10,2.28,0.46
4zdq,6.13104,5.66079,5.10207,2.46653,0.499471,5.90,5.50,4.90,2.32,0.47
4zlu,21.3234,21.3234,21.3234,4.0591,0.695852,20.90,20.90,20.90,3.92,0.69
4zr5,5.55539,4.46163,4.34882,2.41046,0.48783,7.30,5.30,4.10,2.44,0.50
4zuo,7.08189,6.02084,5.55883,2.39844,0.485263,6.90,5.90,5.30,2.40,0.49
4zxt,5.26852,4.61195,2.84416,2.33519,0.47132,4.90,4.10,2.30,2.29,0.46
5a7b,8.04599,6.10567,3.50277,2.75644,0.552115,7.70,5.90,3.30,2.48,0.51
5ab9,7.72434,6.11925,3.45277,2.75227,0.551437,7.50,6.10,3.30,2.47,0.50
5aba,8.04317,6.0189,3.61221,2.75042,0.551135,7.70,6.10,3.30,2.47,0.50
5aeg,13.777,12.0411,6.05854,3.06533,0.597248,13.30,11.70,7.10,2.98,0.59
5afa,8.32478,7.62993,2.09052,2.5656,0.5188,8.10,7.50,2.30,2.56,0.52
5aoi,8.02703,5.95928,3.4584,2.75185,0.551368,7.90,5.90,3.30,2.47,0.50
5aoj,8.40406,6.03579,3.49207,2.77478,0.555076,7.90,5.90,3.30,2.49,0.51
5aok,8.06469,5.89919,3.4206,2.74883,0.550876,7.70,5.70,3.30,2.47,0.50
5aol,8.29026,5.53214,3.42072,2.74205,0.549764,7.70,5.30,3.10,2.48,0.50
5aom,7.76157,5.96319,3.54711,2.78778,0.55715,7.50,5.90,3.30,2.49,0.51
5aqw,5.43821,4.84676,4.84676,2.45316,0.496745,4.50,4.50,4.30,2.38,0.48
5aqx,4.90165,4.16516,4.01077,2.36106,0.477113,4.70,4.50,3.50,2.32,0.47
5arf,5.42995,4.19223,4.19223,2.40813,0.487334,5.10,4.10,3.70,2.36,0.48
5arg,5.77257,4.7184,4.16688,2.44162,0.494366,5.70,4.30,3.90,2.40,0.49
5aym,5.34673,5.18266,5.18266,2.72085,0.546256,5.10,4.90,4.90,2.45,0.50
5b36,7.07073,7.07073,7.07073,2.30636,0.464711,6.30,5.70,5.70,2.28,0.46
5b6h,7.35123,7.2562,6.67774,2.97735,0.585346,7.10,7.10,6.30,2.94,0.58
5bk9,5.4131,3.92754,3.28573,2.34365,0.473229,5.10,3.90,3.50,2.21,0.44
5brd,7.42296,7.12532,3.2806,2.54138,0.514213,7.10,6.70,3.10,2.44,0.50
5bre,6.92305,6.57753,3.78085,2.54589,0.515075,6.30,6.30,3.70,2.45,0.50
